track_id,sample_id,event_uid,subject,session_stamp,window_config_id,split_strategy,split,task_sample_role,road_design_module_name,road_design_instance_name,event_level,anchor_time_rel_s,label_valid_ratio,peak_abs,peak_signed,peak_direction,peak_idx,peak_time_s,peak_time_frac,peak_time_bucket,onset_time_s,onset_bucket,tail_signed,tail_abs,tail_abs_over_peak,tail_state,zero_crossing_has,reversal_count,computed_morphology,manifest_morphology,manifest_peak_direction,manifest_peak_abs,manifest_peak_time_rel_s,manifest_onset_time_rel_s,manifest_reversal_count,manifest_tail_abs,label_source_note,track_description_cn,large_response_threshold_train_p75,difficult_response_threshold_train_p80,small_response_threshold_train_max_p25_015,is_large_response_target,is_difficult_peak_target,amplitude_bucket,response_family_target,needs_structure_head
A_instant2s_core,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000366800__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000366800,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,instant2s_core_candidate,middle_section,section5,instability_strong,366.8,1.0,0.32148969173431396,0.32148969173431396,positive,206,1.0299999713897705,0.5149999856948853,middle_peak,0.625,middle_onset,0.1626650094985962,0.1626650094985962,0.505972706686428,unsettled_tail,1,2,multi_correction,multi_correction,positive,0.3214896917343139,1.0299999713897705,0.625,2,0.1626650094985962,label-derived target/evaluation only; never use as model input or split criterion,2秒即时响应核心候选,0.5007351264357567,0.8782497644424445,0.15,False,False,medium_response,positive__medium_response__multi_correction,True
A_instant2s_core,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000450690__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000450690,byx,2025_09_28_17_15_52,pre2_label2_old_main,session_level_split,train,instant2s_core_candidate,differentmu_road,mu1,instability_medium,450.69,1.0,0.05899199843406677,0.05899199843406677,positive,184,0.9200000166893005,0.46000000834465027,middle_peak,0.6600000262260437,middle_onset,-0.03508099168539047,0.03508099168539047,0.5946737289227323,unsettled_tail,1,1,reverse_correction,reverse_correction,positive,0.0589919984340667,0.9200000166893004,0.6600000262260437,1,0.0350809916853904,label-derived target/evaluation only; never use as model input or split criterion,2秒即时响应核心候选,0.5007351264357567,0.8782497644424445,0.15,False,False,small_response,positive__small_response__reverse_correction,True
A_instant2s_core,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000065550__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000065550,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,instant2s_core_candidate,middle_section,section2,instability_extreme,65.55,1.0,0.10297000408172607,0.10297000408172607,positive,131,0.6549999713897705,0.32749998569488525,early_peak,0.06499999761581421,fast_onset,0.042240023612976074,0.042240023612976074,0.41021678099041997,residual_tail,0,1,reverse_correction,reverse_correction,positive,0.102970004081726,0.6549999713897705,0.0649999976158142,1,0.042240023612976,label-derived target/evaluation only; never use as model input or split criterion,2秒即时响应核心候选,0.5007351264357567,0.8782497644424445,0.15,False,False,small_response,positive__small_response__reverse_correction,True
A_instant2s_core,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000275870__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000275870,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,instant2s_core_candidate,fix_road,fix_road,instability_extreme,275.87,1.0,0.007510185241699219,0.007510185241699219,positive,279,1.3949999809265137,0.6974999904632568,late_peak,,no_onset,-0.001399993896484375,0.001399993896484375,0.18641269841269842,returned_tail,1,0,reverse_correction,single_lobe,positive,0.0075101852416992,1.3949999809265137,,0,0.0013999938964843,label-derived target/evaluation only; never use as model input or split criterion,2秒即时响应核心候选,0.5007351264357567,0.8782497644424445,0.15,False,False,small_response,positive__small_response__reverse_correction,True
A_instant2s_core,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000078915__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000078915,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,instant2s_core_candidate,longstraight,longstraight,medium_active,78.915,1.0,0.761661171913147,0.761661171913147,positive,196,0.9800000190734863,0.49000000953674316,middle_peak,0.08500000089406967,fast_onset,-0.10489484667778015,0.10489484667778015,0.13771851650820585,returned_tail,1,3,multi_correction,multi_correction,positive,0.761661171913147,0.9800000190734864,0.0850000008940696,3,0.1048948466777801,label-derived target/evaluation only; never use as model input or split criterion,2秒即时响应核心候选,0.5007351264357567,0.8782497644424445,0.15,True,False,large_response,positive__large_response__multi_correction,True
A_instant2s_core,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,instant2s_core_candidate,curve1,curve1,extreme_active,199.335,1.0,0.040490150451660156,-0.040490150451660156,negative,213,1.065000057220459,0.5325000286102295,middle_peak,0.7950000166893005,middle_onset,-0.0342099666595459,0.0342099666595459,0.8448960124361118,unsettled_tail,1,0,reverse_correction,single_lobe,negative,0.0404901504516601,1.065000057220459,0.7950000166893005,0,0.0342099666595459,label-derived target/evaluation only; never use as model input or split criterion,2秒即时响应核心候选,0.5007351264357567,0.8782497644424445,0.15,False,False,small_response,negative__small_response__reverse_correction,True
A_instant2s_core,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000329825__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000329825,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,instant2s_core_candidate,middle_section,section4,weak,329.825,1.0,0.241902694106102,-0.241902694106102,negative,313,1.565000057220459,0.7825000286102295,late_peak,0.05999999865889549,fast_onset,-0.241902694106102,0.241902694106102,1.0,unsettled_tail,1,1,reverse_correction,reverse_correction,negative,0.241902694106102,1.565000057220459,0.0599999986588954,1,0.241902694106102,label-derived target/evaluation only; never use as model input or split criterion,2秒即时响应核心候选,0.5007351264357567,0.8782497644424445,0.15,False,False,medium_response,negative__medium_response__reverse_correction,True
A_instant2s_core,vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000065145__pre2_label2_old_main,vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000065145,cwh,2025_09_26_19_27_21,pre2_label2_old_main,session_level_split,train,instant2s_core_candidate,middle_section,section2,extreme_active,65.145,1.0,1.5481109619140625,-1.5481109619140625,negative,303,1.5149999856948853,0.7574999928474426,late_peak,0.20000000298023224,fast_onset,-0.18797169625759125,0.18797169625759125,0.12142004086398671,returned_tail,1,2,multi_correction,multi_correction,negative,1.5481109619140625,1.5149999856948853,0.2000000029802322,2,0.1879716962575912,label-derived target/evaluation only; never use as model input or split criterion,2秒即时响应核心候选,0.5007351264357567,0.8782497644424445,0.15,True,True,large_response,negative__large_response__multi_correction,True
A_instant2s_core,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000269950__pre2_label2_old_main,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000269950,cwh,2025_09_26_19_35_47,pre2_label2_old_main,session_level_split,train,instant2s_core_candidate,middle_section,section4,instability_medium,269.95,1.0,0.23649200797080994,0.23649200797080994,positive,188,0.9399999976158142,0.4699999988079071,middle_peak,0.15000000596046448,fast_onset,0.11327199637889862,0.11327199637889862,0.47896754461520624,residual_tail,0,1,reverse_correction,reverse_correction,positive,0.2364920079708099,0.9399999976158142,0.1500000059604644,1,0.1132719963788986,label-derived target/evaluation only; never use as model input or split criterion,2秒即时响应核心候选,0.5007351264357567,0.8782497644424445,0.15,False,False,medium_response,positive__medium_response__reverse_correction,True
A_instant2s_core,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000453095__pre2_label2_old_main,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000453095,cwh,2025_09_26_19_35_47,pre2_label2_old_main,session_level_split,train,instant2s_core_candidate,differentmu_road,mu1,instability_extreme,453.095,1.0,0.06876599788665771,0.06876599788665771,positive,230,1.149999976158142,0.574999988079071,middle_peak,0.10999999940395355,fast_onset,-0.028273992240428925,0.028273992240428925,0.4111623928882848,residual_tail,1,1,reverse_correction,reverse_correction,positive,0.0687659978866577,1.149999976158142,0.1099999994039535,1,0.0282739922404289,label-derived target/evaluation only; never use as model input or split criterion,2秒即时响应核心候选,0.5007351264357567,0.8782497644424445,0.15,False,False,small_response,positive__small_response__reverse_correction,True
